Title,Model,Type,Year,Mileage,Transmission,Location,CC,Variant,Price,Origin
2019 Honda ODYSSEY 2.4 ABSOLUTE UNREG ( 7 SEATER ),ODYSSEY,4D WAGON,2019,60k - 64k,Auto,Kuala Lumpur,2.4,EXV,147000,JAPAN
HONDA STREAM 1.8 i-VTEC (a) FACELIFT RSZ CAR KING,STREAM,4D WAGON,2010,120k - 129k,Auto,Selangor,1.8,i-VTEC RSZ,31800,JAPAN
Honda CIVIC 1.8 S BODYKITS TYPE R FASTLOAN 2018,CIVIC,4D SEDAN,2018,65k - 69k,Auto,Selangor,1.8,S i-VTEC,81800,MALAYSIA
2023 Honda CIVIC 2.0 TYPE R (FL5) (A)5kkm grade 5A,CIVIC,4D HATCHBACK,2023,<4k,Auto,Kuala Lumpur,2,TYPE R,289000,JAPAN
2024 Honda CITY 1.5 HATCHBACK BEST DELLLLLLLL,CITY,4D HATCHBACK,2024,<4k,Auto,Kuala Lumpur,1.5,HATCHBACK V SENSING,82900,MALAYSIA
2021 Honda CIVIC 1.5 TC (A) HONDA WARRANTY,CIVIC,4D SEDAN,2021,45k - 49k,Auto,Selangor,1.5,TC,93800,MALAYSIA
2023 Honda CITY 1.5 S MY20 GN (A),CITY,4D SEDAN,2023,<4k,Auto,Kuala Lumpur,1.5,S,65700,MALAYSIA
2019 Honda CITY 1.5 V (A),CITY,4D SEDAN,2019,35k - 39k,Auto,Sabah,1.5,V,75000,MALAYSIA
2019 Honda CIVIC TYPE R 2.0 FK8,CIVIC,4D HATCHBACK,2019,25k - 29k,Manual,Selangor,2,TYPE R,228000,UNITED KINGDOM
2016 Honda CIVIC 1.8 S / LOW MILE / FREE WARRANTY,CIVIC,4D SEDAN,2016,50k - 54k,Auto,Selangor,1.8,S,60770,MALAYSIA
Honda HR-V 1.8 E (A) 2019 [Full Service Honda],HR-V,4D WAGON,2019,65k - 69k,Auto,Perak,1.8,E,75800,MALAYSIA
2020 Honda JAZZ 1.5 E GK Full Service Waranty 2025,JAZZ,4D HATCHBACK,2020,70k - 74k,Auto,Kuala Lumpur,1.5,E,61800,MALAYSIA
Honda CITY 1.5 S TIPTOP CONDITION WARRANTY/SERVICE,CITY,4D SEDAN,2020,70k - 74k,Auto,Kuala Lumpur,1.5,S,48999,MALAYSIA
Honda JAZZ 1.5 HYBRID (A) FSR HONDA NEW FACELIFT,JAZZ,4D HATCHBACK,2018,70k - 74k,Auto,Kuala Lumpur,1.5,HYBRID,58800,MALAYSIA
2023 Honda CIVIC 2.0 TYPE R (M) NEW CAR,CIVIC,4D HATCHBACK,2023,<4k,Auto,Kuala Lumpur,2,TYPE R,308000,JAPAN
2014 Honda JAZZ 1.5 S I-VTEC (A)FULL BODYKIT & RIM,JAZZ,4D HATCHBACK,2014,140k - 149k,Auto,Kuala Lumpur,1.5,S,36800,MALAYSIA
2019 Honda CITY 1.5 V (A),CITY,4D SEDAN,2019,85k - 89k,Auto,Kuala Lumpur,1.5,V,55000,MALAYSIA
2019 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2019,75k - 79k,Auto,Kedah,1.5,TC,85000,MALAYSIA
2015 Honda ACCORD 2.0 VTi-L SEDAN P.START KIT RCAM,ACCORD,4D SEDAN,2015,80k - 84k,Auto,Selangor,2,VTi-L,45800,MALAYSIA
2024 Honda CR-V 1.5 SEV RS F.LOAN HAPPY DEAL,CR-V,4D SUV,2024,<4k,Auto,Selangor,1.5,V,147000,MALAYSIA
2018 Honda HR-V 1.8 E (A) WARANTHY 1 YEAR,HR-V,4D WAGON,2018,60k - 64k,Auto,Penang,1.8,E,60800,MALAYSIA
2019 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2019,70k - 74k,Auto,Johor,1.5,TC,96800,MALAYSIA
2018 Honda CITY 1.5 HYB (A) FULL WARRANTY H/LOAN,CITY,4D SEDAN,2018,55k - 59k,Auto,Johor,1.5,HYBRID,45999,MALAYSIA
Honda JAZZ 1.5 V Full Package LED Bar Light Andoid,JAZZ,4D HATCHBACK,2018,65k - 69k,Auto,Selangor,1.5,V,63600,MALAYSIA
ORI 2015 Honda CITY 1.5E (A) NEW PAINT P/START,CITY,4D SEDAN,2015,95k - 99k,Auto,Kuala Lumpur,1.5,E,37999,MALAYSIA
2019 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2019,75k - 79k,Auto,Perak,1.5,TC,85000,MALAYSIA
Honda CITY 1.5 E BLH FULL LOAN OTR 0 DP,CITY,4D SEDAN,2015,90k - 94k,Auto,Selangor,1.5,E,39800,MALAYSIA
2009 Honda CIVIC 2.0S i-VTEC FACELIFT # CRAZY DEAL,CIVIC,4D SEDAN,2009,90k - 94k,Auto,Selangor,2,S i-VTEC,37688,MALAYSIA
Honda CIVIC 2.0 (A) F/SERVICE BY HONDA 73K MILEAGE,CIVIC,4D SEDAN,2007,75k - 79k,Auto,Kuala Lumpur,2,i-VTEC,31800,MALAYSIA
Honda Odyssey 2.3 (A) Buy1 Free1 Kedai Loan,ODYSSEY,4D WAGON,2002,180k - 189k,Auto,Negeri Sembilan,2.3,-,11800,JAPAN
2019 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2019,75k - 79k,Auto,Penang,1.5,TC,85000,MALAYSIA
2008 Honda JAZZ 1.5 i-DSI FACELIFT (A)TRUE CAR KIN,JAZZ,4D HATCHBACK,2008,150k - 159k,Auto,Selangor,1.5,i-DSI,17697,THAILAND
2019 Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2019,80k - 84k,Auto,Perak,1.5,TC,89800,MALAYSIA
-2020 Honda CIVIC 1.5 TC Full Honda Service 55K,CIVIC,4D SEDAN,2020,55k - 59k,Auto,Johor,1.5,TC,89999,MALAYSIA
2018 Honda CITY 1.5 HYBRID FACELIFT 1y WRTY HYBRID,CITY,4D SEDAN,2018,95k - 99k,Auto,Selangor,1.5,HYBRID,49999,MALAYSIA
2019 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2019,5k - 9k,Auto,Johor,1.5,TC-PREMIUM,102800,MALAYSIA
2019 Honda CIVIC TYPE R FK8 BIG OFFER UNIT!!!,CIVIC,4D HATCHBACK,2019,20k - 24k,Manual,Selangor,2,TYPE R,229000,UNITED KINGDOM
2016 Honda CITY 1.5 V FSR Keyless Push Start,CITY,4D SEDAN,2016,95k - 99k,Auto,Selangor,1.5,V,45800,MALAYSIA
2023 6A !!! Honda CIVIC 2.0 TYPE R MY23 FL5 (M),CIVIC,4D HATCHBACK,2023,<4k,Manual,Johor,2,TYPE R,299800,UNITED KINGDOM
2017 Honda BR-V 1.5 V (A) All Leather Seat 7Seater,BR-V,4D WAGON,2017,90k - 94k,Auto,Kuala Lumpur,1.5,V,46800,MALAYSIA
2019 Honda CIVIC 1.8 S (A) NO PROCESSING FEES,CIVIC,4D SEDAN,2019,90k - 94k,Auto,Kuala Lumpur,1.8,S,76980,MALAYSIA
2022 Honda CITY 1.5 S (A) FULL SERVICE RECORD V,CITY,4D SEDAN,2022,30k - 34k,Auto,Selangor,1.5,S,74800,MALAYSIA
ClearStockOffer MPV Honda ODYSSEY HargaSampaiJadi,ODYSSEY,4D WAGON,2020,80k - 84k,Auto,Kuala Lumpur,2.4,EXV,133000,JAPAN
Modulo High Loan LowMileage60K 2017 Honda CITY 1.5,CITY,4D SEDAN,2017,30k - 34k,Auto,Selangor,1.5,V,38800,MALAYSIA
Honda ACCORD 2.0 VTi-L (A) 2014 MODULO BODYKIT,ACCORD,4D SEDAN,2014,80k - 84k,Auto,Selangor,2,VTi-L,45800,MALAYSIA
2017 Honda CITY 1.5 V FACELIFT (A) FREE WARRANTY,CITY,4D SEDAN,2017,85k - 89k,Auto,Kuala Lumpur,1.5,V,48888,MALAYSIA
2019 Honda STEPWAGON 1.5 SPADA SENSING,STEPWAGON,4D WAGON,2019,30k - 34k,Auto,Selangor,1.5,SPADA (8 SEATER),166000,JAPAN
2024 Honda CITY 1.5 BEST DELLLLLLLLL,CITY,4D SEDAN,2024,<4k,Auto,Kuala Lumpur,1.5,S,76900,MALAYSIA
Blacklist Loan Kedai 2013 H. CITY 1.5 FACELIFT (A),CITY,4D SEDAN,2013,100k - 109k,Auto,Kuala Lumpur,1.5,E,18800,MALAYSIA
1997 Honda ACCORD sv4 2.2,ACCORD,4D SEDAN,1997,200k - 249k,Auto,Selangor,1.8,VTS,2500,JAPAN
2019 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2019,60k - 64k,Auto,Johor,1.5,TC-PREMIUM,96800,MALAYSIA
2020 Honda CIVIC 1.8 S (A)CONVERT SI BODYKIT & RIM,CIVIC,4D SEDAN,2020,100k - 109k,Auto,Kuala Lumpur,1.8,S,84800,MALAYSIA
2015 Honda CITY 1.5 V (A) CARKING!,CITY,4D SEDAN,2015,70k - 74k,Auto,Johor,1.5,V,43780,MALAYSIA
Honda HR-V 1.8 V (A) 2020 Full Service Record,HR-V,4D WAGON,2020,60k - 64k,Auto,Kuala Lumpur,1.8,V,78800,MALAYSIA
Honda CITY 1.5 E (A) 2018 [Warranty Up to 5 Years],CITY,4D SEDAN,2018,110k - 119k,Auto,Perak,1.5,E,55800,MALAYSIA
[2014]Honda JAZZ 1.5E (A) PUSH START ACCIDENT FREE,JAZZ,4D HATCHBACK,2014,55k - 59k,Auto,Selangor,1.5,E,41800,MALAYSIA
2018 Honda JAZZ E 1.5 I-VTEC AUTO FULL SERVICE,JAZZ,4D HATCHBACK,2018,65k - 69k,Auto,Kuala Lumpur,1.5,E,61800,MALAYSIA
Honda HR-V 1.8 V ENHANCED (A),HR-V,4D WAGON,2019,70k - 74k,Auto,Johor,1.8,V,78999,MALAYSIA
2013 Honda CIVIC 2.0 S (A),CIVIC,4D SEDAN,2013,200k - 249k,Auto,Pahang,2,S,33000,MALAYSIA
2019 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2019,30k - 34k,Auto,Kuala Lumpur,1.8,S,67830,MALAYSIA
2019 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2019,35k - 39k,Auto,Johor,1.8,S,77999,MALAYSIA
1996 Honda CIVIC 1.6 (M),CIVIC,4D SEDAN,1996,200k - 249k,Manual,Johor,1.6,EFI,18800,MALAYSIA
2019 Honda CIVIC 1.8 S I-VTEC (A) TYPE-R BODYKIT,CIVIC,4D SEDAN,2019,85k - 89k,Auto,Kuala Lumpur,1.8,S,79800,MALAYSIA
2019 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2019,55k - 59k,Auto,Kuala Lumpur,1.8,S,59888,MALAYSIA
2004 Honda CITY 1.5 VTEC (A),CITY,4D SEDAN,2004,200k - 249k,Auto,Penang,1.5,VTEC,8500,MALAYSIA
Honda CIVIC 2.0 TYPE R (FL5) 2022 - GRADE 5A,CIVIC,4D HATCHBACK,2022,<4k,Auto,Selangor,2,TYPE R,288000,JAPAN
2019 Honda JAZZ 1.5 E FACELIFT TIK TOP CONDITION,JAZZ,4D HATCHBACK,2019,70k - 74k,Auto,Kuala Lumpur,1.5,E,63800,MALAYSIA
R /2022/ Honda CR-V 1.5 TC-P 4WD (A) WARRANTY,CR-V,4D SUV,2022,40k - 44k,Auto,Selangor,1.5,TC-P 4WD,113800,MALAYSIA
2019 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2019,150k - 159k,Auto,Kedah,1.8,S,76500,MALAYSIA
2015 Honda CR-V 2.4 4WD FACELIFT SUV LEATHER K.LES,CR-V,4D SUV,2015,90k - 94k,Auto,Selangor,2.4,4WD,52800,MALAYSIA
Blacklist Muka 1K Honda CIVIC 1.8 (A) Like New,CIVIC,4D SEDAN,2013,130k - 139k,Auto,Selangor,1.8,S,32500,MALAYSIA
2019 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2019,70k - 74k,Auto,Johor,1.8,S,81800,MALAYSIA
2007 Honda CITY 1.5 i-DSI FACELIFT (A),CITY,4D SEDAN,2007,120k - 129k,Auto,Sarawak,1.5,i-DSI,13800,MALAYSIA
ANDROID PLAYER GK5 2020 Honda JAZZ S 1.5L (A),JAZZ,4D HATCHBACK,2020,50k - 54k,Auto,Selangor,1.5,S,55999,MALAYSIA
2010 Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2010,110k - 119k,Auto,Sarawak,1.8,S i-VTEC,22600,MALAYSIA
2017 Honda HR-V 1.8 V (A) FULON ADJUSTABLE FSR OFR,HR-V,4D WAGON,2017,90k - 94k,Auto,Kuala Lumpur,1.8,V,54888,MALAYSIA
2018 Honda CIVIC 1.5 TC TYPR R FREE WARRANTY,CIVIC,4D SEDAN,2018,75k - 79k,Auto,Selangor,1.5,TC,75770,MALAYSIA
2019 Honda CR-V 1.5 TC 2WD (A),CR-V,4D SUV,2019,55k - 59k,Auto,Selangor,1.5,TC 2WD,102999,MALAYSIA
2015 Honda JAZZ 1.5 S (A) I-Vtec L/Mileage 75k km,JAZZ,4D HATCHBACK,2015,75k - 79k,Auto,Kuala Lumpur,1.5,S,41000,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A) FULL LOAN TC-P,CIVIC,4D SEDAN,2018,100k - 109k,Auto,Selangor,1.8,S i-VTEC,75800,MALAYSIA
2018 Honda CIVIC 1.5 TC-PREMIUM (A) WITH BODYKIT,CIVIC,4D SEDAN,2018,20k - 24k,Auto,Perak,1.5,TC-PREMIUM,90800,MALAYSIA
ORI16/17 Honda CIVIC 1.5 TC TYRE-R BODYKIT 1 OWNER,CIVIC,4D SEDAN,2016,60k - 64k,Auto,Kuala Lumpur,1.5,TC,72888,MALAYSIA
[FULL LOAN] 2021 Honda CIVIC FL1 1.5 TURBO (A),CIVIC,4D HATCHBACK,2021,35k - 39k,Auto,Kuala Lumpur,1.5,EX,164700,JAPAN
2016 Honda JAZZ 1.5 V (A) Merdaka,JAZZ,4D HATCHBACK,2016,110k - 119k,Auto,Kuala Lumpur,1.5,V,45000,MALAYSIA
2012 Honda CIVIC 1.8 S (A) FULL WARRANTY 3Y H/LOAN,CIVIC,4D SEDAN,2012,95k - 99k,Auto,Johor,1.8,S-L iVTEC,29999,MALAYSIA
ORI 2019 Honda JAZZ 1.5 GK5 (A) FULL HONDA SERVICE,JAZZ,4D HATCHBACK,2019,50k - 54k,Auto,Negeri Sembilan,1.5,E,61999,MALAYSIA
2011 Honda CIVIC 2.0 FACELIFT (A) Type R Bodykits,CIVIC,4D SEDAN,2011,150k - 159k,Auto,Selangor,2,S i-VTEC,43800,MALAYSIA
ORI 2019 Honda CR-V 2.0 (A) 2WD 63K KM MILEAGE,CR-V,4D SUV,2019,60k - 64k,Auto,Kuala Lumpur,2,2WD,86999,MALAYSIA
2013 Honda CRZ ( S+ ) Auto,CR-Z,2D HATCHBACK,2013,140k - 149k,Auto,Selangor,1.5,(HYBRID),33666,JAPAN
Y-2018 Honda CIVIC 1.5 TC TURBO WITH WARRANTY TC-P,CIVIC,4D SEDAN,2018,85k - 89k,Auto,Selangor,1.5,TC,77888,MALAYSIA
LOAN KDAI 2012 Honda ACCORD 2.0 VTi-L (A) MUKA 1K,ACCORD,4D SEDAN,2012,120k - 129k,Auto,Selangor,2,VTi-L,26880,MALAYSIA
2019 Honda CR-V 1.5 TC 2WD (A),CR-V,4D SUV,2019,85k - 89k,Auto,Perak,1.5,TC 2WD,101800,MALAYSIA
2022 Honda CIVIC 1.5 EX FL1 (A) 07056,CIVIC,4D HATCHBACK,2022,10k - 14k,Auto,Johor,1.5,EX,167000,JAPAN
2019 Honda CR-V 1.5 TC 4WD (A),CR-V,4D SUV,2019,75k - 79k,Auto,Johor,1.5,TC 4WD,99800,MALAYSIA
2019 Honda CR-V 1.5 TC 4WD (A),CR-V,4D SUV,2019,65k - 69k,Auto,Johor,1.5,TC 4WD,102800,MALAYSIA
2019 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2019,95k - 99k,Auto,Johor,1.5,TC-P 2WD,104800,MALAYSIA
Honda S2000 2.0 VTEC (M) AP1 JAPAN SPEC 1999,S2000,2D COUPE,1999,<4k,Manual,Selangor,2,-,265000,JAPAN
Honda CIVIC 1.8 S-L iVTEC FACELIFT (A) ONE OWNER,CIVIC,4D SEDAN,2011,150k - 159k,Auto,Kuala Lumpur,1.8,S-L iVTEC,29800,MALAYSIA
Reg 2017 Honda CIVIC 1.8 L i-VTEC (A) FULL SPEC,CIVIC,4D SEDAN,2016,110k - 119k,Auto,Selangor,1.8,S,61666,MALAYSIA
2019 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2019,100k - 109k,Auto,Johor,1.5,TC-P 2WD,103999,MALAYSIA
**2020 Honda JAZZ 1.5(A) SPORT 1 YEAR WARRANTY**,JAZZ,4D HATCHBACK,2019,70k - 74k,Auto,Kuala Lumpur,1.5,S,52800,MALAYSIA
2020 HONDA BR-V 1.5V FACELiFT FULL SERVICE HONDA !,BR-V,4D WAGON,2020,40k - 44k,Auto,Selangor,1.5,V,62800,MALAYSIA
2014 Honda CIVIC 1.8 S FACELIFT (A)ORI LOWMILEAGE,CIVIC,4D SEDAN,2014,95k - 99k,Auto,Selangor,1.8,S,39800,MALAYSIA
2018 Honda CR-V 2.0 2WD F/SERVC 1Y WARRANTY TC TCP,CR-V,4D SUV,2018,100k - 109k,Auto,Kuala Lumpur,2,2WD,84800,MALAYSIA
2022 Honda CITY 1.5 V SENSING HATCHBACK (A),CITY,4D HATCHBACK,2022,20k - 24k,Auto,Johor,1.5,HATCHBACK V,75800,MALAYSIA
2023 HONDA CIVIC TYPE R FL5 2.0 (M) 40km New Car,CIVIC,4D HATCHBACK,2023,<4k,Manual,Kuala Lumpur,2,TYPE R,299000,UNITED KINGDOM
2016 Honda JAZZ 1.5 E (A) LOW MIL 75K,JAZZ,4D HATCHBACK,2016,75k - 79k,Auto,Kuala Lumpur,1.5,E,42888,MALAYSIA
2014 Honda CITY 1.5 (A) SEDAN I-VTEC FULL LEATHER,CITY,4D SEDAN,2014,110k - 119k,Auto,Melaka,1.5,S+,32800,MALAYSIA
2022 Honda CIVIC 1.5 EX FL1 (A) 00291,CIVIC,4D HATCHBACK,2022,20k - 24k,Auto,Johor,1.5,EX,167000,JAPAN
2019 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2019,35k - 39k,Auto,Johor,1.5,TC-P 2WD,106800,MALAYSIA
2019 Honda CR-V 1.5 TC-P 2WD (A),CR-V,4D SUV,2019,110k - 119k,Auto,Kedah,1.5,TC-P 2WD,98800,MALAYSIA
Honda ACCORD 2.0 VTi-L E/SEAT P/START L/SEAT,ACCORD,4D SEDAN,2014,90k - 94k,Auto,Kuala Lumpur,2,VTi-L,43800,MALAYSIA
2019 Honda CR-V 2.0 2WD CRV SUV LEATHER R.CAM KLES,CR-V,4D SUV,2019,60k - 64k,Auto,Selangor,2,2WD,85800,MALAYSIA
2021 Honda CIVIC FK7 1.5 turbo (A) 03340,CIVIC,4D HATCHBACK,2021,15k - 19k,Auto,Johor,1.5,EX,161000,JAPAN
2017 Honda CIVIC 1.8 CONVERT TYPE R,CIVIC,4D SEDAN,2017,70k - 74k,Auto,Penang,1.8,S i-VTEC,76800,MALAYSIA
SUV CRV 2019 ServiceRecord Honda CR-V 2.0 Camera,CR-V,4D SUV,2019,80k - 84k,Auto,Selangor,2,2WD,79800,MALAYSIA
2016 Honda HR-V 1.8 V 48k F/Service Andriod player,HR-V,4D WAGON,2016,40k - 44k,Auto,Kuala Lumpur,1.8,V,51800,MALAYSIA
Honda HR-V 1.8 S - Aunty Owner /FULL LEATHER SEAT,HR-V,4D WAGON,2016,85k - 89k,Auto,Selangor,1.8,S,48800,MALAYSIA
Honda CIVIC FB 2.0 (A) Full loan 1 owner Low km,CIVIC,4D SEDAN,2015,110k - 119k,Auto,Kuala Lumpur,2,SE MODULO S,39800,MALAYSIA
2010 Honda CR-V 2.0 i-VTEC FACELIFT (A) Cash Only,CR-V,4D SUV,2010,100k - 109k,Auto,Johor,2,i-VTEC,21800,MALAYSIA
2017 Honda CITY 1.5 (A),CITY,4D SEDAN,2017,80k - 84k,Auto,Kedah,1.5,V,46000,MALAYSIA
Honda CIVIC 1.8 BODYKIT SI FACELIFT 3WRTY 2019,CIVIC,4D SEDAN,2019,55k - 59k,Auto,Kuala Lumpur,1.8,S,86800,MALAYSIA
2024 Honda CITY 1.5 V MY20 GN FACELIFT new city,CITY,4D SEDAN,2024,<4k,Auto,Johor,1.5,V,95000,MALAYSIA
2022 Honda BR-V V 1.5L (A),BR-V,4D WAGON,2022,30k - 34k,Auto,Selangor,1.5,V,75800,MALAYSIA
2021 Honda STEPWAGON SPADA COOL SPIRIT BEST OFFER,STEPWAGON,4D WAGON,2021,10k - 14k,Auto,Kuala Lumpur,1.5,SPADA,139900,JAPAN
2016 Honda ACCORD 2.0 VTi-L FACELIFT (A) FULL LOAN,ACCORD,4D SEDAN,2016,70k - 74k,Auto,Selangor,2,VTi-L,68800,MALAYSIA
2021 FULL LOAN Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2021,40k - 44k,Auto,Johor,1.5,TC,112999,MALAYSIA
{2020} Honda CR-V 2.0 2WD (A) CHEAPEST FULL LOAN,CR-V,4D SUV,2020,55k - 59k,Auto,Johor,2,2WD,89999,MALAYSIA
2021 [READY STOCK] Honda ODYSSEY ABSOLUTE EX 2.4L,ODYSSEY,4D WAGON,2021,30k - 34k,Auto,Penang,2.4,EXV,190000,JAPAN
2019 Honda CR-V 2.0 2WD CRV SUV LEATHER R.CAM KLES,CR-V,4D SUV,2019,55k - 59k,Auto,Selangor,2,2WD,83800,MALAYSIA
Honda CIVIC 1.8 FULL LOAN Xperlu Lesen,CIVIC,4D SEDAN,2017,60k - 64k,Auto,Johor,1.5,TC-PREMIUM,59900,MALAYSIA
2019 Honda CITY 1.5 V (A) WARRANTY TILL 2025,CITY,4D SEDAN,2019,60k - 64k,Auto,Kuala Lumpur,1.5,V,59800,MALAYSIA
Honda CITY 1.5 E (A) PADDLE SHIFT - FREE WARRANTY,CITY,4D SEDAN,2013,75k - 79k,Auto,Selangor,1.5,E MODULO,25800,MALAYSIA
2023 Honda CITY 1.5 S (A) V F*SERVICE RECORD,CITY,4D SEDAN,2023,20k - 24k,Auto,Selangor,1.5,S,66800,MALAYSIA
2017 Honda HR-V 1.8 V ENHANCED (A) -CARKING!-,HR-V,4D WAGON,2017,60k - 64k,Auto,Johor,1.8,V,57780,MALAYSIA
2016 Honda CIVIC 1.5 TC FSR HONDA / FREE WARRANTY,CIVIC,4D SEDAN,2016,90k - 94k,Auto,Selangor,1.5,TC,70770,MALAYSIA
2019 Honda CR-V 2.0 2WD CRV SUV LEATHER R.CAM KLES,CR-V,4D SUV,2019,60k - 64k,Auto,Selangor,2,2WD,87800,MALAYSIA
2019 Honda CIVIC 1.8 S (A)-LIKE NEW/WARRANTY 1year,CIVIC,4D SEDAN,2019,70k - 74k,Auto,Selangor,1.8,S,72800,MALAYSIA
Honda City 1.5 (A) Facelift High Spec Sedan Model,CITY,4D SEDAN,2019,80k - 84k,Auto,Selangor,1.5,S,48800,MALAYSIA
Honda JAZZ 1.5 E S V *LADY DRIVER *NEW FACELIFT,JAZZ,4D HATCHBACK,2017,85k - 89k,Auto,Kuala Lumpur,1.5,E,47800,MALAYSIA
2014 Honda CIVIC 1.8 S (A) 2Y WARRANTY FB MUGEN,CIVIC,4D SEDAN,2014,90k - 94k,Auto,Selangor,1.8,S,34888,MALAYSIA
2019 Honda HR-V 1.8 RS Facelift Full Service Rekod,HR-V,4D WAGON,2019,50k - 54k,Auto,Kuala Lumpur,1.8,RS,76800,MALAYSIA
Honda HR-V 1.8 RS (A) FACELIFT LANEWATCH / SUV HRV,HR-V,4D WAGON,2019,85k - 89k,Auto,Kuala Lumpur,1.8,RS,83800,MALAYSIA
2008 Honda CIVIC 1.8 i-VTEC (A),CIVIC,4D SEDAN,2008,200k - 249k,Auto,Selangor,1.8,i-VTEC,25000,MALAYSIA
2019 Honda CIVIC 1.5 TC (A) NICE BODY KIT NICE CAR,CIVIC,4D SEDAN,2019,60k - 64k,Auto,Johor,1.5,TC,86800,MALAYSIA
2019 Honda CR-V 2.0 2WD Full loan OTR!!!OTR!!!,CR-V,4D SUV,2019,60k - 64k,Auto,Terengganu,2,2WD,98800,MALAYSIA
2016 Honda CIVIC 1.5 TC-PREMIUM (A)CONVERT FK8,CIVIC,4D SEDAN,2016,70k - 74k,Auto,Johor,1.5,TC-PREMIUM,79800,MALAYSIA
ORI 2014 Honda JAZZ 1.3(A) HYBRID 1 OWNER BEST BUY,JAZZ,4D HATCHBACK,2014,130k - 139k,Auto,Kuala Lumpur,1.3,HYBRID,28999,MALAYSIA
2016 Honda ACCORD 2.0 VTi-L FACELIFT FREE WARRANTY,ACCORD,4D SEDAN,2016,60k - 64k,Auto,Selangor,2,VTi-L,60770,MALAYSIA
2017 Honda Civic 1.5 TC-Premium TCP DIRECT OWNER,CIVIC,4D SEDAN,2017,100k - 109k,Auto,Kuala Lumpur,1.5,TC,77800,MALAYSIA
2018 Honda CITY 1.5 V (A) 3YRS WARRANTY H/LOAN,CITY,4D SEDAN,2018,60k - 64k,Auto,Johor,1.5,V,55999,MALAYSIA
2019 Honda CR-V 2.0 2WD Full loan OTR!!!OTR!!!,CR-V,4D SUV,2019,60k - 64k,Auto,Pahang,2,2WD,98800,MALAYSIA
HONDA CITY 1.5 V (a) FACELIFT KEYLESS TIP TOP E S,CITY,4D SEDAN,2019,80k - 84k,Auto,Selangor,1.5,S,46800,MALAYSIA
Honda jazz low milaige,JAZZ,4D HATCHBACK,2019,50k - 54k,Auto,Kuala Lumpur,1.5,S,55000,MALAYSIA
-2015 Honda Accord 2.0 VTi-L (A) P/Start Full Loan,ACCORD,4D SEDAN,2015,85k - 89k,Auto,Johor,2,VTi-L,45999,MALAYSIA
2019 Honda HR-V 1.8 E ENHANCED (A),HR-V,4D WAGON,2019,40k - 44k,Auto,Johor,1.8,E,69900,MALAYSIA
Honda BR-V BRV 1.5 V (A) 9 YRS L0AN bank !,BR-V,4D WAGON,2017,75k - 79k,Auto,Kuala Lumpur,1.5,V,41700,MALAYSIA
ORi 2014 Honda ACCORD 2.0(A) L/SEAT MODULO BODYKIT,ACCORD,4D SEDAN,2014,95k - 99k,Auto,Kuala Lumpur,2,VTi-L,45999,MALAYSIA
2015 Honda CITY 1.5 S+ (A) TIP TOP CONDITION,CITY,4D SEDAN,2015,140k - 149k,Auto,Melaka,1.5,S+,37800,MALAYSIA
2018 Honda CR-V 1.5 TC-P 2WD (A) OTR!!!OTR!!!,CR-V,4D SUV,2018,75k - 79k,Auto,Terengganu,1.5,TC-P 2WD,105800,MALAYSIA
MIL-91K ONE OWNER 2016 Honda JAZZ 1.5 E (A)TIP TOP,JAZZ,4D HATCHBACK,2016,85k - 89k,Auto,Kuala Lumpur,1.5,E,43999,MALAYSIA
2021 Honda STEPWAGON 1.5 SPADA (A),STEPWAGON,4D WAGON,2021,25k - 29k,Auto,Kuala Lumpur,1.5,SPADA,161500,JAPAN
2017 Honda CIVIC 1.5 (A) Loan KEDAI IC Sahaja,CIVIC,4D SEDAN,2017,70k - 74k,Auto,Selangor,1.5,TC,75800,MALAYSIA
2018 Honda CIVIC 1.5 (A) TC FULL SERVICE RECORD,CIVIC,4D SEDAN,2018,110k - 119k,Auto,Selangor,1.5,TC,77800,MALAYSIA
2021 Honda ACCORD TC-P F/BodyKit P/Shift 2Cam LED,ACCORD,4D SEDAN,2021,40k - 44k,Auto,Kuala Lumpur,1.5,TC-P,118900,MALAYSIA
